message,cleaned_message,language,translated_message,sentiment
Battery options for harrier?,battery options for harrier,en,Battery options for harrier?,Neutral
In continuation of Headlights to Harrier 2024 facelift dark edition manual- I enquired with SC  they say as long as no wiring is done extra warranty won't be affected.  Upon further research  best option is to have Headlight Projector it seems Aozoom costs about 32k   am a bit skeptical about this. Any suggestions on this or what is better,in continuation of headlights to harrier facelift dark edition manual i enquired with sc they say as long as no wiring is done extra warranty wont be affected upon further research best option is to have headlight projector it seems aozoom costs about k am a bit skeptical about this any suggestions on this or what is better,en,In continuation of Headlights to Harrier 2024 facelift dark edition manual- I enquired with SC  they say as long as no wiring is done extra warranty won't be affected.  Upon further research  best option is to have Headlight Projector it seems Aozoom costs about 32k   am a bit skeptical about this. Any suggestions on this or what is better,Positive
Any particular reason??  I have a Harrier 2024 Dark edition Manual  at times feel low through put during night driving on many occasion  SC said you shouldn't change as it warrants insurance.  Any suggestions are welcome from the group,any particular reason i have a harrier dark edition manual at times feel low through put during night driving on many occasion sc said you shouldnt change as it warrants insurance any suggestions are welcome from the group,en,Any particular reason??  I have a Harrier 2024 Dark edition Manual  at times feel low through put during night driving on many occasion  SC said you shouldn't change as it warrants insurance.  Any suggestions are welcome from the group,Positive
"Hi
Do we need to change the air filter assembly element for new safari on 15k service..?",hi do we need to change the air filter assembly element for new safari on k service,en,"Hi
Do we need to change the air filter assembly element for new safari on 15k service..?",Positive
"Hey Guys, Anyone added TPMS Tata Harrier or Safari ? Any good one please do suggest. Its for my 2023 Harrier XZA+ O",hey guys anyone added tpms tata harrier or safari any good one please do suggest its for my harrier xza o,en,"Hey Guys, Anyone added TPMS Tata Harrier or Safari ? Any good one please do suggest. Its for my 2023 Harrier XZA+ O",Positive
I have safari phase 2 yes it doest goes below 8 but I have seen even 28 on higher side,i have safari phase yes it doest goes below but i have seen even on higher side,en,I have safari phase 2 yes it doest goes below 8 but I have seen even 28 on higher side,Positive
Safari 2.0 doesn't show more than 20 and less than 8,safari doesnt show more than and less than ,en,Safari 2.0 doesn't show more than 20 and less than 8,Positive
Safari,safari,so,Safari,Neutral
Safari or harrier ?,safari or harrier ,da,Safari or harrier ?,Neutral
Tata Safari Milage 23,tata safari milage ,sw,Tata Safari Milage 23,Neutral
Pls suggest best tyre inflator for harrier,pls suggest best tyre inflator for harrier,da,Pls suggest best tyre inflator for harrier,Positive
"4k is too less, I drove my new safari 12k already and 90% my break leather is still there on break shoes",k is too less i drove my new safari k already and my break leather is still there on break shoes,en,"4k is too less, I drove my new safari 12k already and 90% my break leather is still there on break shoes",Neutral
"Got an impressive mileage of 20kmpl, Safari XT+ 2022 model",got an impressive mileage of kmpl safari xt model,en,"Got an impressive mileage of 20kmpl, Safari XT+ 2022 model",Positive
I also faced the similar situation in my new safari when both the right side tyres got cut due to stone after driving for just 500km. I believe company fitted tyre are not as good as one which are available with tyre dealers. I heard that car manufacturers get specially manufactured tyre from OEM which are cheaper in quality and cost,i also faced the similar situation in my new safari when both the right side tyres got cut due to stone after driving for just km i believe company fitted tyre are not as good as one which are available with tyre dealers i heard that car manufacturers get specially manufactured tyre from oem which are cheaper in quality and cost,en,I also faced the similar situation in my new safari when both the right side tyres got cut due to stone after driving for just 500km. I believe company fitted tyre are not as good as one which are available with tyre dealers. I heard that car manufacturers get specially manufactured tyre from OEM which are cheaper in quality and cost,Positive
"I bought a Safari Adventure 2024 two months ago. Yesterday night, while traveling on the Bangalore-Chennai bypass, the front tire got torn. I replaced it with the spare temporary tire and returned home. I need to check if this issue is covered under warranty, as the vehicle is just two months old and has covered only 5,000 km. The tire brand is Bridgestone. Pls share your thoughts",i bought a safari adventure two months ago yesterday night while traveling on the bangalorechennai bypass the front tire got torn i replaced it with the spare temporary tire and returned home i need to check if this issue is covered under warranty as the vehicle is just two months old and has covered only km the tire brand is bridgestone pls share your thoughts,en,"I bought a Safari Adventure 2024 two months ago. Yesterday night, while traveling on the Bangalore-Chennai bypass, the front tire got torn. I replaced it with the spare temporary tire and returned home. I need to check if this issue is covered under warranty, as the vehicle is just two months old and has covered only 5,000 km. The tire brand is Bridgestone. Pls share your thoughts",Neutral
"Hi all, I have a 2022 safari and recently am getting flapping sound from right side back wheel if I go above 80. At times it comes at 80 and at times at 100. Once I took it to SC but they Just said nothing serious and might be because of stones in tyres.. but still issue not resolved. Anyone faced similiar issue? It has run 28k km.",hi all i have a safari and recently am getting flapping sound from right side back wheel if i go above at times it comes at and at times at once i took it to sc but they just said nothing serious and might be because of stones in tyres but still issue not resolved anyone faced similiar issue it has run k km,en,"Hi all, I have a 2022 safari and recently am getting flapping sound from right side back wheel if I go above 80. At times it comes at 80 and at times at 100. Once I took it to SC but they Just said nothing serious and might be because of stones in tyres.. but still issue not resolved. Anyone faced similiar issue? It has run 28k km.",Neutral
Yup. MIne is a year old faclift harrier. The noise in rear left door is because of the sunshades.,yup mine is a year old faclift harrier the noise in rear left door is because of the sunshades,en,Yup. MIne is a year old faclift harrier. The noise in rear left door is because of the sunshades.,Neutral
"I am looking to buy another car . Has nexon improved now since i own a harrier and infotainment system is a nightmare.

If I exclude built quality which is a better choice- nexon or breeza",i am looking to buy another car has nexon improved now since i own a harrier and infotainment system is a nightmare if i exclude built quality which is a better choice nexon or breeza,en,"I am looking to buy another car . Has nexon improved now since i own a harrier and infotainment system is a nightmare.

If I exclude built quality which is a better choice- nexon or breeza",Positive
"Does any one know if we can get the 2022 Harrier upgraded to the new facelift model

Do we have kits available in market to change the face ?",does any one know if we can get the harrier upgraded to the new facelift model do we have kits available in market to change the face ,en,"Does any one know if we can get the 2022 Harrier upgraded to the new facelift model

Do we have kits available in market to change the face ?",Positive
It is strange as all harriers don’t have same issue,it is strange as all harriers dont have same issue,en,It is strange as all harriers don’t have same issue,Neutral
"Hi Friends, how much does it cost for the 2nd year service of Harrier?",hi friends how much does it cost for the nd year service of harrier,en,"Hi Friends, how much does it cost for the 2nd year service of Harrier?",Neutral
Need to check the version but i got update during my 1st and 2nd service in april and oct respectively for my safari phase 2,need to check the version but i got update during my st and nd service in april and oct respectively for my safari phase ,en,Need to check the version but i got update during my 1st and 2nd service in april and oct respectively for my safari phase 2,Neutral
"Can anyone tell me what is the latest software update version for phase-2 harrier (Pre- Facelift)

asked sc they replied saying no latest update available after jul 2023",can anyone tell me what is the latest software update version for phase harrier pre facelift asked sc they replied saying no latest update available after jul ,en,"Can anyone tell me what is the latest software update version for phase-2 harrier (Pre- Facelift)

asked sc they replied saying no latest update available after jul 2023",Positive
Hi. I am owning a tata safari. Planning to change my tires from current 235/70/r16 to 265/70/r16 to make it more stable. Will there be any performance or legal issue? Also will it cause insurance policy claim issue if there is an accident since the tyre is not specific for the xe model.,hi i am owning a tata safari planning to change my tires from current r to r to make it more stable will there be any performance or legal issue also will it cause insurance policy claim issue if there is an accident since the tyre is not specific for the xe model,en,Hi. I am owning a tata safari. Planning to change my tires from current 235/70/r16 to 265/70/r16 to make it more stable. Will there be any performance or legal issue? Also will it cause insurance policy claim issue if there is an accident since the tyre is not specific for the xe model.,Positive
"Hi All,
Any recommendations for fog lamps in Harrier Facelift 2024?",hi all any recommendations for fog lamps in harrier facelift ,en,"Hi All,
Any recommendations for fog lamps in Harrier Facelift 2024?",Neutral
Why is Tata not launching Petrol/EV editions for Harrier & Safari?,why is tata not launching petrolev editions for harrier safari,en,Why is Tata not launching Petrol/EV editions for Harrier & Safari?,Neutral
"Hi All,
I feel suspension is bit stiff & bumpy even on small potholes. Is there any modification available to soften the suspension of Harrier? Kindly help with your comments please.
Thank you",hi all i feel suspension is bit stiff bumpy even on small potholes is there any modification available to soften the suspension of harrier kindly help with your comments please thank you,en,"Hi All,
I feel suspension is bit stiff & bumpy even on small potholes. Is there any modification available to soften the suspension of Harrier? Kindly help with your comments please.
Thank you",Positive
After 1st service what’s the frequency in which harrier should get serviced..,after st service whats the frequency in which harrier should get serviced,en,After 1st service what’s the frequency in which harrier should get serviced..,Neutral
"And 


I will tell these tips to my people who are in this group.

As I am a harrier family too!!!

Following it or not is entirely upto to you!!

And I am not here to break bs6 standards as cruise control also falls into one!!!",and i will tell these tips to my people who are in this group as i am a harrier family too following it or not is entirely upto to you and i am not here to break bs standards as cruise control also falls into one,en,"And 


I will tell these tips to my people who are in this group.

As I am a harrier family too!!!

Following it or not is entirely upto to you!!

And I am not here to break bs6 standards as cruise control also falls into one!!!",Neutral
GUYS SUNN DHYAN SE PETRONAS KE ALWA KOI OIL MAAT DALWNA SAFARI HARRIER MEIN,guys sunn dhyan se petronas ke alwa koi oil maat dalwna safari harrier mein,de,GUYS SUNN DHYAN SE PETRONAS KE ALWA KOI OIL MAAT DALWNA SAFARI HARRIER MEIN,Neutral
HELLA BCM IN SAFARI AND HARRIER,hella bcm in safari and harrier,en,HELLA BCM IN SAFARI AND HARRIER,Neutral
Hella ka bcm hai safari harrier,hella ka bcm hai safari harrier,sv,Hella ka bcm hai safari harrier,Neutral
Is anyone tried phase 2 modified to facelift exteriors in safari? Is it possible?,is anyone tried phase modified to facelift exteriors in safari is it possible,en,Is anyone tried phase 2 modified to facelift exteriors in safari? Is it possible?,Neutral
Tata safari chrome grill any one wants to buy it i have upgraded to dark edition,tata safari chrome grill any one wants to buy it i have upgraded to dark edition,en,Tata safari chrome grill any one wants to buy it i have upgraded to dark edition,Neutral
Hi all facing issue in FM from the beginning.. it is not working most of the time in Safari 2024.. SC has no idea. any suggestion?,hi all facing issue in fm from the beginning it is not working most of the time in safari sc has no idea any suggestion,en,Hi all facing issue in FM from the beginning.. it is not working most of the time in Safari 2024.. SC has no idea. any suggestion?,Positive
"Sometimes it is taking time to start the vehicle, have to press the start button multiple times.
Does anyone have idea about this 
Vehicle:- Tata safari(facelift)",sometimes it is taking time to start the vehicle have to press the start button multiple times does anyone have idea about this vehicle tata safarifacelift,en,"Sometimes it is taking time to start the vehicle, have to press the start button multiple times.
Does anyone have idea about this 
Vehicle:- Tata safari(facelift)",Neutral
Safari 2.0 milage 20kmpl,safari milage kmpl,sv,Safari 2.0 milage 20kmpl,Neutral
Safari pre facelift red dark edition,safari pre facelift red dark edition,da,Safari pre facelift red dark edition,Neutral
"Hi, can someone please confirm if the new 2024 Safari/Harrier have requirement of DEF and at what intervals? TIA",hi can someone please confirm if the new safariharrier have requirement of def and at what intervals tia,en,"Hi, can someone please confirm if the new 2024 Safari/Harrier have requirement of DEF and at what intervals? TIA",Positive
"Safari zxa 
My 3rd service will be due in march 25 but now itself the service reminder sign is on. Upon running the diagnostic scan on ira its says my service will be in 25 days and 5k km (current odd reading is is 9800 kms ) 2nd service was done on 28 aug @ 7100 km 

Is anyone faced similar problem? 

This sign is on for couple of days now",safari zxa my rd service will be due in march but now itself the service reminder sign is on upon running the diagnostic scan on ira its says my service will be in days and k km current odd reading is is kms nd service was done on aug km is anyone faced similar problem this sign is on for couple of days now,en,"Safari zxa 
My 3rd service will be due in march 25 but now itself the service reminder sign is on. Upon running the diagnostic scan on ira its says my service will be in 25 days and 5k km (current odd reading is is 9800 kms ) 2nd service was done on 28 aug @ 7100 km 

Is anyone faced similar problem? 

This sign is on for couple of days now",Neutral
How many years ext warranty can be extended maximum for harrier ??,how many years ext warranty can be extended maximum for harrier ,en,How many years ext warranty can be extended maximum for harrier ??,Positive
"Is it worth going for an extended warranty? I bought a safari 2024, I'm thinking about the extended warranty.",is it worth going for an extended warranty i bought a safari im thinking about the extended warranty,en,"Is it worth going for an extended warranty? I bought a safari 2024, I'm thinking about the extended warranty.",Positive
"harrier 1st time service cost is coming around 11k ,, engine oil + filters.

changing of filters is compulsory OR can I opt out? please suggest.",harrier st time service cost is coming around k engine oil filters changing of filters is compulsory or can i opt out please suggest,en,"harrier 1st time service cost is coming around 11k ,, engine oil + filters.

changing of filters is compulsory OR can I opt out? please suggest.",Neutral
"Friends, I need some advice. I drove my harrier automatic for only 6000 km this year. It's a 2 year old car.  Servicing is due this month end. I want to drive another 2000 km in December and then service it in Jan 1st week. Will there be any issue with engine oil quality or to the vehicle if I delay servicing by one month? Pls advice",friends i need some advice i drove my harrier automatic for only km this year its a year old car servicing is due this month end i want to drive another km in december and then service it in jan st week will there be any issue with engine oil quality or to the vehicle if i delay servicing by one month pls advice,en,"Friends, I need some advice. I drove my harrier automatic for only 6000 km this year. It's a 2 year old car.  Servicing is due this month end. I want to drive another 2000 km in December and then service it in Jan 1st week. Will there be any issue with engine oil quality or to the vehicle if I delay servicing by one month? Pls advice",Neutral
Does harrier music usb port support 64gb pendrive?,does harrier music usb port support gb pendrive,fr,Does harrier music usb port support 64gb pendrive?,Neutral
"Rattling sound is a common issue in Harrier and Safari.
During my second Service the SC guys had a tough time finding the source point from which the rattling sound was coming and ended up opening all the inner cladding of all the doors.
Now the rattling has increased.
Mine is Harrier Pure Plus S Dark edition purchased in May 2024.

I salute the poor workmanship of TATA.

Such a beautiful car but with so many minor and irritating flaws..",rattling sound is a common issue in harrier and safari during my second service the sc guys had a tough time finding the source point from which the rattling sound was coming and ended up opening all the inner cladding of all the doors now the rattling has increased mine is harrier pure plus s dark edition purchased in may i salute the poor workmanship of tata such a beautiful car but with so many minor and irritating flaws,en,"Rattling sound is a common issue in Harrier and Safari.
During my second Service the SC guys had a tough time finding the source point from which the rattling sound was coming and ended up opening all the inner cladding of all the doors.
Now the rattling has increased.
Mine is Harrier Pure Plus S Dark edition purchased in May 2024.

I salute the poor workmanship of TATA.

Such a beautiful car but with so many minor and irritating flaws..",Neutral
"I'm facing an issue with some rattle sound from the cabin of my Harrier. However, sc hasn't been able to identify the exact location from where it is coming. It's from somewhere around the second row but not from the doors....sc is suspecting it's from the sunroof and wants the car for 3 days. Has anyone faced a similar issue?",im facing an issue with some rattle sound from the cabin of my harrier however sc hasnt been able to identify the exact location from where it is coming its from somewhere around the second row but not from the doorssc is suspecting its from the sunroof and wants the car for days has anyone faced a similar issue,en,"I'm facing an issue with some rattle sound from the cabin of my Harrier. However, sc hasn't been able to identify the exact location from where it is coming. It's from somewhere around the second row but not from the doors....sc is suspecting it's from the sunroof and wants the car for 3 days. Has anyone faced a similar issue?",Positive
Can someone please help me with this latest version of Harrier infotainment software? I'm having Adventure plus AT. Kind of urgent 🙏,can someone please help me with this latest version of harrier infotainment software im having adventure plus at kind of urgent ,en,Can someone please help me with this latest version of Harrier infotainment software? I'm having Adventure plus AT. Kind of urgent 🙏,Positive
What is the latest version of software in the Harrier facelift? Is this infotainment software version or any other software? Can anyone please help?,what is the latest version of software in the harrier facelift is this infotainment software version or any other software can anyone please help,en,What is the latest version of software in the Harrier facelift? Is this infotainment software version or any other software? Can anyone please help?,Positive
"There is a glow light (coil symbol) in my harrier 50k kms done.anyone faced it,pls let me know ?",there is a glow light coil symbol in my harrier k kms doneanyone faced itpls let me know ,en,"There is a glow light (coil symbol) in my harrier 50k kms done.anyone faced it,pls let me know ?",Positive
When my harrier heard me talking about her average 'Beat This' she said !.!.!,when my harrier heard me talking about her average beat this she said ,en,When my harrier heard me talking about her average 'Beat This' she said !.!.!,Negative
"Took a Test drive on Harrier Manual. I don't find the clutch to be hard. Many people complain about this and also say it is difficult to drive in city traffic. Also people say about clutch burning. Could you please suggest if you have a manual, how are you overcoming the burning issue and managing in city.",took a test drive on harrier manual i dont find the clutch to be hard many people complain about this and also say it is difficult to drive in city traffic also people say about clutch burning could you please suggest if you have a manual how are you overcoming the burning issue and managing in city,en,"Took a Test drive on Harrier Manual. I don't find the clutch to be hard. Many people complain about this and also say it is difficult to drive in city traffic. Also people say about clutch burning. Could you please suggest if you have a manual, how are you overcoming the burning issue and managing in city.",Neutral
I purchased my safari from zedex and  they are very good at customer handling,i purchased my safari from zedex and they are very good at customer handling,en,I purchased my safari from zedex and  they are very good at customer handling,Positive
"Can anyone suggest a good TATA service centre in Delhi NCR.

Mine is Harrier facelift 2023 Dec model.

Wanted to get  infotainment version upgrade.

Experience with Sagar motors at Greater Noida is not good.",can anyone suggest a good tata service centre in delhi ncr mine is harrier facelift dec model wanted to get infotainment version upgrade experience with sagar motors at greater noida is not good,en,"Can anyone suggest a good TATA service centre in Delhi NCR.

Mine is Harrier facelift 2023 Dec model.

Wanted to get  infotainment version upgrade.

Experience with Sagar motors at Greater Noida is not good.",Positive
"Could be the battery. I had the same problem, the OEM battery died within 11  months of the purchase of my Harrier. They replaced it free of cost because it was under warranty.",could be the battery i had the same problem the oem battery died within months of the purchase of my harrier they replaced it free of cost because it was under warranty,en,"Could be the battery. I had the same problem, the OEM battery died within 11  months of the purchase of my Harrier. They replaced it free of cost because it was under warranty.",Positive
Harrier not starting when clicking start it’s not igniting,harrier not starting when clicking start its not igniting,en,Harrier not starting when clicking start it’s not igniting,Neutral
"I had my Safari software updates to R15.18. But still LKA is not active.
TASS said they need to flash the entire ECU and will take approximately 2-3 hours for the entire process to activate LKA. Is it true?",i had my safari software updates to r but still lka is not active tass said they need to flash the entire ecu and will take approximately hours for the entire process to activate lka is it true,en,"I had my Safari software updates to R15.18. But still LKA is not active.
TASS said they need to flash the entire ECU and will take approximately 2-3 hours for the entire process to activate LKA. Is it true?",Neutral
"Hi Team, Can someone suggest me Harrier side step. Showroom folks quoting 18K in Bangalore",hi team can someone suggest me harrier side step showroom folks quoting k in bangalore,en,"Hi Team, Can someone suggest me Harrier side step. Showroom folks quoting 18K in Bangalore",Neutral
Planning to buy a Harrier. Should I go for a second hand probably 2021 or 2022 or facelift. How difficult is the clutch to drive in the city. What is the expected mileage in City and highways.,planning to buy a harrier should i go for a second hand probably or or facelift how difficult is the clutch to drive in the city what is the expected mileage in city and highways,en,Planning to buy a Harrier. Should I go for a second hand probably 2021 or 2022 or facelift. How difficult is the clutch to drive in the city. What is the expected mileage in City and highways.,Negative
Safari LKA,safari lka,sw,Safari LKA,Neutral
"I got this updated on my safari last week, doesn't look reliable",i got this updated on my safari last week doesnt look reliable,en,"I got this updated on my safari last week, doesn't look reliable",Neutral
"Is there anyone who could help me to buy a new Tata Harrier, maybe some negotiated price?",is there anyone who could help me to buy a new tata harrier maybe some negotiated price,en,"Is there anyone who could help me to buy a new Tata Harrier, maybe some negotiated price?",Positive
Same issue I faced with 2022 harrier. After 2 software update it got resolved.,same issue i faced with harrier after software update it got resolved,en,Same issue I faced with 2022 harrier. After 2 software update it got resolved.,Neutral
"Safari zxa+ phase 2
I am facing frequent issue with car play like System hang, frequent disconnect, screen black out etc. software has been updated during 2nd service last month. When we restart the car its works normally, screen black out got resolved automatically after overnight parking. I don’t remember even a single trip without glitch in carplay on the other hand android auto works absolutely fine with zero glitch. Is anyone facing this issue or any tested troubleshooting to recommend ?",safari zxa phase i am facing frequent issue with car play like system hang frequent disconnect screen black out etc software has been updated during nd service last month when we restart the car its works normally screen black out got resolved automatically after overnight parking i dont remember even a single trip without glitch in carplay on the other hand android auto works absolutely fine with zero glitch is anyone facing this issue or any tested troubleshooting to recommend ,en,"Safari zxa+ phase 2
I am facing frequent issue with car play like System hang, frequent disconnect, screen black out etc. software has been updated during 2nd service last month. When we restart the car its works normally, screen black out got resolved automatically after overnight parking. I don’t remember even a single trip without glitch in carplay on the other hand android auto works absolutely fine with zero glitch. Is anyone facing this issue or any tested troubleshooting to recommend ?",Neutral
"Hi all, my safari facelift 2024 driven 7k.. i have observed unusual sound in rear right suspension in rough roads while sitting in the third row? Did anyone faced this issue before?",hi all my safari facelift driven k i have observed unusual sound in rear right suspension in rough roads while sitting in the third row did anyone faced this issue before,en,"Hi all, my safari facelift 2024 driven 7k.. i have observed unusual sound in rear right suspension in rough roads while sitting in the third row? Did anyone faced this issue before?",Positive
Is lane keep assist update released for tata safari?,is lane keep assist update released for tata safari,en,Is lane keep assist update released for tata safari?,Neutral
Welcome on board as a Harrier/ Safari owner... It's truly a car that is taglined as # above all !,welcome on board as a harrier safari owner its truly a car that is taglined as above all ,en,Welcome on board as a Harrier/ Safari owner... It's truly a car that is taglined as # above all !,Positive
I had a good experience with Orange Tata for my Harrier in FEB. Their service is also good 👍,i had a good experience with orange tata for my harrier in feb their service is also good ,en,I had a good experience with Orange Tata for my Harrier in FEB. Their service is also good 👍,Positive
"Have recently bought Safari accomplished plus Dark edition. Would like to Thank this community for helping me clear lot of apprehensions. Special mention for [Karthikeyan](tg://user?id=1854832976) although I never interacted with  [Karthikeyan](tg://user?id=1854832976) but his energy and the way he supports the community is phenomenal......

Had brought cars from various manufacturers but never have i been this apprehensive.... Tata is my first experience,  to be honest I was very reluctant with after sales service and quality of the product.....did my research for the longest period and been on this group to understand the experiences and buyers first hand experience with Safari...although after sales service is questioned.....I personally had an amazing experience with Tata Orange Hyd and also the support they provided so far for some initial hick ups. Even Malik cars seem to be great help.

Will share the pics soon....
Happy Diwali!!",have recently bought safari accomplished plus dark edition would like to thank this community for helping me clear lot of apprehensions special mention for karthikeyantguserid although i never interacted with karthikeyantguserid but his energy and the way he supports the community is phenomenal had brought cars from various manufacturers but never have i been this apprehensive tata is my first experience to be honest i was very reluctant with after sales service and quality of the productdid my research for the longest period and been on this group to understand the experiences and buyers first hand experience with safarialthough after sales service is questionedi personally had an amazing experience with tata orange hyd and also the support they provided so far for some initial hick ups even malik cars seem to be great help will share the pics soon happy diwali,en,"Have recently bought Safari accomplished plus Dark edition. Would like to Thank this community for helping me clear lot of apprehensions. Special mention for [Karthikeyan](tg://user?id=1854832976) although I never interacted with  [Karthikeyan](tg://user?id=1854832976) but his energy and the way he supports the community is phenomenal......

Had brought cars from various manufacturers but never have i been this apprehensive.... Tata is my first experience,  to be honest I was very reluctant with after sales service and quality of the product.....did my research for the longest period and been on this group to understand the experiences and buyers first hand experience with Safari...although after sales service is questioned.....I personally had an amazing experience with Tata Orange Hyd and also the support they provided so far for some initial hick ups. Even Malik cars seem to be great help.

Will share the pics soon....
Happy Diwali!!",Positive
Is this LKA option available for 2023 ADAS harrier/safari version???,is this lka option available for adas harriersafari version,en,Is this LKA option available for 2023 ADAS harrier/safari version???,Positive
Hi all.. updated Safari Brochure with LKA details. It's official now😊,hi all updated safari brochure with lka details its official now,en,Hi all.. updated Safari Brochure with LKA details. It's official now😊,Neutral
"Hi all, request for help. I have Safari xza+ and my smart key got washed by mistake. Since its not working, so how may I start the car.",hi all request for help i have safari xza and my smart key got washed by mistake since its not working so how may i start the car,en,"Hi all, request for help. I have Safari xza+ and my smart key got washed by mistake. Since its not working, so how may I start the car.",Positive
"Got this update in my harrier fearless plus automatic 4 days ago but the option is still not enabled, fingers crossed, would really love to try it out",got this update in my harrier fearless plus automatic days ago but the option is still not enabled fingers crossed would really love to try it out,en,"Got this update in my harrier fearless plus automatic 4 days ago but the option is still not enabled, fingers crossed, would really love to try it out",Positive
"Hi dear all

Was anyone having
2021 model
Xz+ harrier
47000 kms
40000 kms to 60000kms covered

Please remove the dipstick and share a video for reference.
Engine must be on idling!!!",hi dear all was anyone having model xz harrier kms kms to kms covered please remove the dipstick and share a video for reference engine must be on idling,en,"Hi dear all

Was anyone having
2021 model
Xz+ harrier
47000 kms
40000 kms to 60000kms covered

Please remove the dipstick and share a video for reference.
Engine must be on idling!!!",Neutral
"Hi all,

Any plans for Diwali celebration in your harrier??",hi all any plans for diwali celebration in your harrier,en,"Hi all,

Any plans for Diwali celebration in your harrier??",Neutral
"Hi
My harrier instrument cluster got blank

Any suggestions how to fix it",hi my harrier instrument cluster got blank any suggestions how to fix it,en,"Hi
My harrier instrument cluster got blank

Any suggestions how to fix it",Neutral
"Hi

Looks like Lane keep Assit is available in Safari in August update.
Can anyone update?",hi looks like lane keep assit is available in safari in august update can anyone update,en,"Hi

Looks like Lane keep Assit is available in Safari in August update.
Can anyone update?",Positive
Can someone suggest a good car shampoo for my Harrier?,can someone suggest a good car shampoo for my harrier,en,Can someone suggest a good car shampoo for my Harrier?,Positive
"Hi dear all

Was anyone having
2021 model
Xz+ harrier
47000 kms
40000 kms to 60000kms covered

Please remove the dipstick and share a video for reference.
Engine must be on idling!!!",hi dear all was anyone having model xz harrier kms kms to kms covered please remove the dipstick and share a video for reference engine must be on idling,en,"Hi dear all

Was anyone having
2021 model
Xz+ harrier
47000 kms
40000 kms to 60000kms covered

Please remove the dipstick and share a video for reference.
Engine must be on idling!!!",Neutral
I have safari pre facelift automatic (7.5k  odo) usually i feel lag in eco mode while driving in city but city mode doesn’t give any lag and its smooth,i have safari pre facelift automatic k odo usually i feel lag in eco mode while driving in city but city mode doesnt give any lag and its smooth,en,I have safari pre facelift automatic (7.5k  odo) usually i feel lag in eco mode while driving in city but city mode doesn’t give any lag and its smooth,Neutral
Hii did anyone feel eco mode is more smoother than city mode in pre facelift harrier automatic,hii did anyone feel eco mode is more smoother than city mode in pre facelift harrier automatic,en,Hii did anyone feel eco mode is more smoother than city mode in pre facelift harrier automatic,Positive
"My kind request for all.

Those who can take similar video for clarifying this doubt will be helpful. 

[Satwik](tg://user?id=7133797379) please share your harrier model and year and kms covered.",my kind request for all those who can take similar video for clarifying this doubt will be helpful satwiktguserid please share your harrier model and year and kms covered,en,"My kind request for all.

Those who can take similar video for clarifying this doubt will be helpful. 

[Satwik](tg://user?id=7133797379) please share your harrier model and year and kms covered.",Positive
Is there any idea when lane keep assist is coming to tata safari 2023 ? Similar to tata curvv,is there any idea when lane keep assist is coming to tata safari similar to tata curvv,en,Is there any idea when lane keep assist is coming to tata safari 2023 ? Similar to tata curvv,Neutral
"Vipers are making noise especially at high 'wiping' speed for harrier
any solution?",vipers are making noise especially at high wiping speed for harrier any solution,en,"Vipers are making noise especially at high 'wiping' speed for harrier
any solution?",Positive
What will price if I want to setup a 360 camara with screen in my tata harrier dark 2021 xt plus,what will price if i want to setup a camara with screen in my tata harrier dark xt plus,en,What will price if I want to setup a 360 camara with screen in my tata harrier dark 2021 xt plus,Negative
"In my previous car i.e Vento, it used to throw fumes, but it never spilt oil. Today I am experiencing oil spills in my harrier and some PPL say it's normal while others say it shouldn't spill oil..",in my previous car ie vento it used to throw fumes but it never spilt oil today i am experiencing oil spills in my harrier and some ppl say its normal while others say it shouldnt spill oil,en,"In my previous car i.e Vento, it used to throw fumes, but it never spilt oil. Today I am experiencing oil spills in my harrier and some PPL say it's normal while others say it shouldn't spill oil..",Neutral
"Quote from other users of Tata Safari - ""Pirelli P Zero 255/55 R 19 Tubeless 111W . The link for the tyre is : [https://www.pirelli.com/tyres/en-ww/...ero/255_55-r19](https://www.pirelli.com/tyres/en-ww/car/catalogue/product/p-zero/255_55-r19) . Michelin Pilot Sport 4 is an option in this size but they would be too soft for the car due to its weight and would last only 20k to 25k kms.""",quote from other users of tata safari pirelli p zero r tubeless w the link for the tyre is michelin pilot sport is an option in this size but they would be too soft for the car due to its weight and would last only k to k kms,en,"Quote from other users of Tata Safari - ""Pirelli P Zero 255/55 R 19 Tubeless 111W . The link for the tyre is : [https://www.pirelli.com/tyres/en-ww/...ero/255_55-r19](https://www.pirelli.com/tyres/en-ww/car/catalogue/product/p-zero/255_55-r19) . Michelin Pilot Sport 4 is an option in this size but they would be too soft for the car due to its weight and would last only 20k to 25k kms.""",Negative
I got 78 AH from my local battery vendor . Amaron does not have 78 AH. Exide has it and it specifically comes for Tata harrier and safari,i got ah from my local battery vendor amaron does not have ah exide has it and it specifically comes for tata harrier and safari,en,I got 78 AH from my local battery vendor . Amaron does not have 78 AH. Exide has it and it specifically comes for Tata harrier and safari,Neutral
Yesterday I replaced my Safari Jun 2021 battery with Amaron Flo 80 Ah. Paid 9200 in exchange with old battery.,yesterday i replaced my safari jun battery with amaron flo ah paid in exchange with old battery,en,Yesterday I replaced my Safari Jun 2021 battery with Amaron Flo 80 Ah. Paid 9200 in exchange with old battery.,Neutral
